ID,text,sentiment,topic,linguistic_level,flagprofanity,hasemoji,hasspellingerror,hasslang,length_class,mixed_sentiment,template_family,source,training_generation,input_timestamp
3022,"honestly tho, the drum is what stood out during a typical weekend; it has not held up. the behavior was consistent from day to day.",negative,washing_machine,informal,0,0,0,1,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
3023,The streaming apps is what stood out after a week of everyday use; it performs about as expected. I checked it again before making up my mind. The pattern remained consistent enough to influence my overall assessment.,neutral,television,advanced,0,0,0,0,long,0,stood_out,initial,0,2026-08-18T22:44:45Z
3024,"ngl, after a month of ownership, I noticed that the compressor on this iktchen refrigerator works worse than I expected. the same pattern showed up in a second test.",negative,refrigerator,standard,0,0,1,1,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
3025,"After the initial setup, the detergent drawer still feels solid. nothing else unusual was happening at the time. No bullshit, this has been one of the better parts of the product. The pattern remained consistent enough to influence my overall assessment.",positive,washing_machine,advanced,1,0,0,0,long,0,context_component,initial,0,2026-08-18T22:44:45Z
3026,"real talk, after a month of ownership, i noticed that the wi-fi on this smart tv is inconsistent. i not rely on it.",negative,television,limited,0,0,0,1,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
3027,"I did not pay much attention to the interior light at first, but after a week of everyday use it keeps causing problems. the behavior was consistent from day to day. not great tbh. The difference became clearer once I compared several ordinary use cases.",negative,refrigerator,advanced,0,0,0,1,long,0,attention,initial,0,2026-08-18T22:44:45Z
3028,"Across repeated observations, i did not pay much attention to the HDMI input at first, but during nomral weekday use it has not held up. I would not rely on it.",negative,television,technical,0,0,1,0,medium,0,attention,initial,0,2026-08-18T22:44:45Z
3029,"i have useing this during normal weekday use, and the speaker performs consistently. i checked it again before making up my mind. i would buy it again.",positive,smartphone,limited,0,0,1,0,medium,0,using,initial,0,2026-08-18T22:44:45Z
3030,"After several routine cycles, I noticed that the face unlock on this phone has no major strengths or weaknesses. There is no major crap to complain about here.",neutral,smartphone,standard,1,0,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
3031,my main impression of this tv comes from the streaming apps: it keeps causing problems several routine cycles. i am already looking at alternatives.,negative,television,limited,0,0,0,0,medium,0,main_impression,initial,0,2026-08-18T22:44:45Z
3032,"After the initial setup, I noticed that the rinse cycle on this laundry appliance has been reliable. No bullshit, this has been one of the better parts of the product.",positive,washing_machine,standard,1,0,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
3033,"My main impression of this refrigerator comes from the freezer drawer: it is fine but forgettable during a typical weekend. nothing else unusual was happening at the time. It is not amazing, but it is not bullshit either.",neutral,refrigerator,standard,1,0,0,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
3034,"After repeated use under comparable conditions, i have been using this phone during a typical weekend, and the speaker feels average. it behaved similarly under a few different conditions. The damn thing is basically fine.",neutral,smartphone,technical,1,0,0,0,long,0,using,initial,0,2026-08-18T22:44:45Z
3035,my main impression of this display comes from the remote it works about as expected after a month of ownership. same pattern showed up in a second test. my opinion is still basically in the middle. 🙃,neutral,television,limited,0,1,0,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
3036,"After repeated use under comparable conditions, i have been using this living-room TV after the initial setup, and the screen has not held up. A separate point is the streaming apps, which keeps doing what I need. nothing else unusual was happening at the time. this needs to improve. 👍",negative,television,technical,0,1,0,0,long,1,using,initial,0,2026-08-18T22:44:45Z
3037,my main impression of this daily phone comes from the microphone: it has no major strengths or weaknesses after a month of ownership. i got the same result more than once. Honestly 💀,neutral,smartphone,informal,0,1,0,0,medium,0,main_impression,initial,0,2026-08-18T22:44:45Z
3038,"After repeated use under comparable conditions, i did not pay much attention to the drum at first, but while using it at home it feels average. the behavior was consistent from day to day. Honestly, the damn thing is just average.",neutral,washing_machine,technical,1,0,0,0,long,0,attention,initial,0,2026-08-18T22:44:45Z
3039,"after comparing it with my previous unit, i noticed that the battery on this device feels average. i noticed the pattern gradually rather than all at once. 😐",neutral,smartphone,informal,0,1,0,0,medium,0,noticed,initial,0,2026-08-18T22:44:45Z
3040,"Under a representative operating profile, i have been using this handset after a week of everyday use, and the microphone performs consistently. overall I am happy with it. 🔥",positive,smartphone,technical,0,1,0,0,medium,0,using,initial,0,2026-08-18T22:44:45Z
3041,"I did not pay much attention to the Wi-Fi at first, but after several routine yccles it works about as expected. Honestly 😂",neutral,television,standard,0,1,1,0,medium,0,attention,initial,0,2026-08-18T22:44:45Z
3042,"During a typical weekend, I observed that the door lock on this front loader has held up well. the same pattern sohwed up in a second test. That repeated behavior matters more to me than the first impression. 😅",positive,washing_machine,advanced,0,1,1,0,long,0,noticed,initial,0,2026-08-18T22:44:45Z
3043,"lowkey, my main impression of this screen comes from the HDMI input: it has been frustrating to use after a month of ownership. nothing else unusual was happening at the time. The pattern remained consistent enough to influence my overall assessment.",negative,television,advanced,0,0,0,1,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
3044,"while useing it at home, the apps keeps causing problems. the same pattern up in a second test. this is the part that makes me regret the purchase.",negative,television,limited,0,0,1,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
3045,"Under a representative operating profile, after the initial setup, the speaker works about as expected. I got the same result more than once.",neutral,smartphone,technical,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
3046,"Under a representative operating profile, my main impression of this TV comes from the sound output: it is inconsistent during normal weekday use. the result matched what I saw earlier in the week. this needs to imprvoe.",negative,television,technical,0,0,1,0,long,0,main_impression,initial,0,2026-08-18T22:44:45Z
3047,the door alarm is what stood out while using it at home; it is inconsistent. i checked again before making up my mind.,negative,refrigerator,limited,0,0,0,0,medium,0,stood_out,initial,0,2026-08-18T22:44:45Z
3048,"imo, i did not pay attention to the microphone at first, but while using it at home it works better than expected. the result matched what i saw earlier in the week.",positive,smartphone,limited,0,0,0,1,medium,0,attention,initial,0,2026-08-18T22:44:45Z
3049,"after a week of everyday use, the touchscreen does its job without it behaved similarly under a few different conditions.",positive,smartphone,limited,0,0,0,0,medium,0,context_component,initial,0,2026-08-18T22:44:45Z
3050,"during normal weekday use, noticed that the drum on this front loader has become unreliable. a separate point is the control panel, which is fine but forgettable.",negative,washing_machine,limited,0,0,0,0,medium,1,noticed,initial,0,2026-08-18T22:44:45Z
3051,"A separate point is the Wi-Fi, which has been easy to live with. The remote control is what stood out after a month of onwership; it does what the specification says. the behavior was consistent from day to day. there is not much else to say. 💀",neutral,television,standard,0,1,1,0,long,1,stood_out,initial,0,2026-08-18T22:44:45Z
